21|23395
21|22199
21|1196
21|11958
21|11820
21|138
21|240
21|191
21|49
21|410
21|400
21|10
21|51
21|22
21|29
21|605
21|550
21|55
22|22268
22|21115
22|1153
22|11374
22|11246
22|128
22|224
22|168
22|56
22|515
22|495
22|20
22|46
22|21
22|25
22|483
22|435
22|48
23|21631
23|20265
23|1366
23|10424
23|10297
23|127
23|215
23|154
23|61
23|485
23|477
23|8
23|53
23|25
23|28
23|421
23|382
23|39
24|20585
24|19191
24|1394
24|10360
24|10231
24|129
24|228
24|179
24|49
24|429
24|415
24|14
24|44
24|17
24|27
24|470
24|419
24|51
25|20683
25|19239
25|1444
25|9532
25|9402
25|130
25|239
25|181
25|58
25|482
25|477
25|5
25|59
25|24
25|35
25|461
25|408
25|53
26|20564
26|19151
26|1413
26|10009
26|9892
26|117
26|256
26|187
26|69
26|548
26|526
26|22
26|56
26|24
26|32
26|425
26|359
26|66
27|20474
27|19009
27|1465
27|9415
27|9297
27|118
27|238
27|183
27|55
27|585
27|559
27|26
27|45
27|18
27|27
27|400
27|353
27|47
28|20382
28|18916
28|1466
28|9487
28|9354
28|133
28|244
28|163
28|81
28|504
28|486
28|18
28|47
28|13
28|34
28|396
28|347
28|49
29|20570
29|19127
29|1443
29|9687
29|9569
29|118
29|211
29|148
29|63
29|556
29|548
29|8
29|51
29|21
29|30
29|417
29|360
29|57
30|20677
30|19311
30|1366
30|9740
30|9643
30|97
30|275
30|199
30|76
30|541
30|525
30|16
30|51
30|23
30|28
30|383
30|325
30|58
31|20778
31|19267
31|1511
31|10153
31|10030
31|123
31|246
31|182
31|64
31|553
31|531
31|22
31|45
31|18
31|27
31|399
31|338
31|61
32|19982
32|18762
32|1220
32|9465
32|9377
32|88
32|228
32|170
32|58
32|554
32|537
32|17
32|24
32|16
32|8
32|372
32|339
32|33
33|20078
33|18738
33|1340
33|9179
33|9063
33|116
33|197
33|156
33|41
33|561
33|551
33|10
33|43
33|17
33|26
33|330
33|288
33|42
34|19991
34|18765
34|1226
34|8836
34|8740
34|96
34|237
34|171
34|66
34|576
34|558
34|18
34|39
34|9
34|30
34|362
34|322
34|40
35|19287
35|18122
35|1165
35|8554
35|8475
35|79
35|227
35|169
35|58
35|527
35|520
35|7
35|38
35|21
35|17
35|343
35|303
35|40
36|20296
36|19090
36|1206
36|8740
36|8650
36|90
36|217
36|175
36|42
36|500
36|491
36|9
36|40
36|15
36|25
36|329
36|269
36|60
37|20056
37|18959
37|1097
37|8674
37|8579
37|95
37|230
37|179
37|51
37|491
37|481
37|10
37|26
37|6
37|20
37|327
37|291
37|36
38|20695
38|19664
38|1031
38|8964
38|8877
38|87
38|197
38|164
38|33
38|595
38|583
38|12
38|42
38|23
38|19
38|317
38|278
38|39
39|21650
39|20715
39|935
39|9009
39|8926
39|83
39|212
39|188
39|24
39|603
39|590
39|13
39|32
39|15
39|17
39|336
39|305
39|31
40|23252
40|22307
40|945
40|9103
40|9026
40|77
40|245
40|200
40|45
40|577
40|569
40|8
40|23
40|16
40|7
40|338
40|313
40|25
41|23026
41|22200
41|826
41|8814
41|8746
41|68
41|234
41|193
41|41
41|549
41|541
41|8
41|26
41|11
41|15
41|301
41|276
41|25
42|21804
42|20993
42|811
42|8525
42|8453
42|72
42|258
42|219
42|39
42|495
42|486
42|9
42|32
42|12
42|20
42|295
42|272
42|23
43|21136
43|20387
43|749
43|8485
43|8424
43|61
43|234
43|201
43|33
43|515
43|504
43|11
43|28
43|14
43|14
43|284
43|261
43|23
44|21510
44|20850
44|660
44|8379
44|8307
44|72
44|206
44|181
44|25
44|403
44|402
44|1
44|16
44|10
44|6
44|283
44|258
44|25
45|22258
45|21633
45|625
45|8849
45|8788
45|61
45|231
45|203
45|28
45|421
45|410
45|11
45|29
45|19
45|10
45|290
45|260
45|30
21|3069
21|2803
21|266
21|239
21|211
21|28
21|1012
21|977
21|35
21|298
21|287
21|11
21|102
21|100
21|2
21|454
21|402
21|52
22|3158
22|2889
22|269
22|230
22|195
22|35
22|942
22|909
22|33
22|278
22|270
22|8
22|79
22|73
22|6
22|437
22|387
22|50
23|3373
23|3105
23|268
23|199
23|169
23|30
23|920
23|897
23|23
23|332
23|318
23|14
23|80
23|79
23|1
23|423
23|398
23|25
24|3391
24|3132
24|259
24|207
24|187
24|20
24|813
24|794
24|19
24|284
24|275
24|9
24|90
24|85
24|5
24|367
24|338
24|29
25|3715
25|3421
25|294
25|216
25|184
25|32
25|890
25|849
25|41
25|308
25|293
25|15
25|84
25|75
25|9
25|425
25|388
25|37
26|3707
26|3434
26|273
26|212
26|194
26|18
26|836
26|804
26|32
26|329
26|321
26|8
26|83
26|80
26|3
26|404
26|389
26|15
27|3513
27|3261
27|252
27|195
27|177
27|18
27|849
27|802
27|47
27|267
27|259
27|8
27|71
27|67
27|4
27|396
27|358
27|38
28|3730
28|3427
28|303
28|225
28|193
28|32
28|787
28|760
28|27
28|311
28|300
28|11
28|78
28|73
28|5
28|407
28|362
28|45
29|3585
29|3336
29|249
29|180
29|159
29|21
29|722
29|684
29|38
29|324
29|314
29|10
29|71
29|65
29|6
29|343
29|314
29|29
30|3474
30|3230
30|244
30|186
30|170
30|16
30|727
30|701
30|26
30|304
30|291
30|13
30|51
30|46
30|5
30|375
30|338
30|37
31|3481
31|3260
31|221
31|198
31|174
31|24
31|748
31|719
31|29
31|300
31|293
31|7
31|85
31|84
31|1
31|319
